from,to,type
/-16m�--papel-de-parede-arabesco-infini---pp022-4-90319,/-16m--papel-de-parede-arabesco-infini---pp022-4-90319,permanent
/cama-box-king-size-molas-ensacadas-relax-adorabile-ecoflex-374394/nossas-lojas,/cama-box-king-size-molas-ensacadas-relax-adorabile-ecoflex-374394,permanent
/telefone-sem-fio-com-id-secretaria-viva-voz-preto-403070/nossas-lojas,/telefone-sem-fio-com-id-secretaria-viva-voz-preto-403070,permanent
/climatizador-de-ar-britania-bcl05fi-80w-ar-frio-4-em-1-3-velocidades-110v-280283/nossas-lojas,/ar-e-ventilacao/climatizador,permanent
/Lustre Pendente Chronos P �40cm Preto Com Cobre Bivolt,/lustre-pendente-chronos-p-40cm-preto-com-cobre-bivolt-234984,permanent
/pegador-universal-em-inox-tramontina-utility-205cm-33920/nossas-lojas,/pegador-universal-em-inox-tramontina-utility-205cm-33920,permanent
/batedeira-britania-perola-550-cristal-duo-turbo-2-tigelas-500w-393572/nossas-lojas,/eletroportateis/batedeira,permanent
/batedeira-britania-perola-maxx-2-azt-turbo-127v-142185/nossas-lojas,/eletroportateis/batedeira,permanent
/-16m�--papel-de-parede-listras-verticais-branco-e-lavanda---pp440-91078,/-16m--papel-de-parede-listras-verticais-branco-e-lavanda---pp440-91078,permanent
/cupula-abajur-tecido-cilindrica-cp-8020-�45x21cm-rosa-tela-314900,/cupula-abajur-tecido-cilindrica-cp-8020-45x21cm-rosa-tela-314900,permanent
/tigela-multiuso-inox-�20-cm-13-litros---suprema-�-20-cm---13-l-21592,/tigela-multiuso-inox-20-cm-13-litros---suprema--20-cm---13-l-21592,permanent
/Kit-Cobre-Leito-Solteiro-com-5-Pecas-Isabela-�-Pink,/Kit-Cobre-Leito-Solteiro-com-5-Pecas-Isabela---Pink,permanent
/tampa-para-garrafa-�2-x-93-cm-25450,/tampa-para-garrafa-2-x-93-cm-25450,permanent
/arandela-balizador-embutir-para-g9-25w-interno-e-externo-ref-ba543-aluminio-preto-�-femarte-145857,/arandela-balizador-embutir-para-g9-25w-interno-e-externo-ref-ba543-aluminio-preto---femarte-145857,permanent
/mouse-gamer-com-fio-para-jogo-com-luz-led-170634/nossas-lojas,/mouse-gamer-com-fio-para-jogo-com-luz-led-170634,permanent
/interruptor-bipolar-paralelo-10a-orion-�-schneider-80435,/interruptor-bipolar-paralelo-10a-orion--schneider-80435,permanent
/rejuvenescedor-ultrassonic-beauty-philco-branco-bivolt-267935/nossas-lojas,/rejuvenescedor-ultrassonic-beauty-philco-branco-bivolt-267935,permanent
/chaleira-com-temperatura-variavel-17-l-hamilton-beach-110v-171915/nossas-lojas,/chaleira-com-temperatura-variavel-17-l-hamilton-beach-110v-171915,permanent
/grill-mondial-redondo-smart-g-04-97655/nossas-lojas,/grill-mondial-redondo-smart-g-04-97655,permanent
/cupula-abajur-tecido-cilindrica-cp-8013-�30x30-azul-marinho-314749,/cupula-abajur-tecido-cilindrica-cp-8013-30x30-azul-marinho-314749,permanent
/tabua-de-passar-roupa-havai-freijo-com-off-white-205331/nossas-lojas,/,permanent
/jogo-cama-queen-santista-home-design-spot-369062/nossas-lojas,/cama-mesa-e-banho,permanent
/fervedor---ceramic-life-smart-plus-�14-x-14-cm-2-l---vanilla-�14-x-14-cm-2l-25653,/fervedor---ceramic-life-smart-plus-14-x-14-cm-2-l---vanilla-14-x-14-cm-2l-25653,permanent
/-5m�--papel-de-parede-texturizado-castel---pp108-2-90885,/-5m--papel-de-parede-texturizado-castel---pp108-2-90885,permanent
/mala-viagem-primicia-san-andres-em-abs-rodas-360�-pequena---amarela-78886,/mala-viagem-primicia-san-andres-em-abs-rodas-360-pequena---amarela-78886,permanent
/-10m�--papel-de-parede-floral-alto-relevo---pp264-91072,/-10m--papel-de-parede-floral-alto-relevo---pp264-91072,permanent
/combo-connect---celular-flip-vita-lite-dual-chip-radio-fm---mp3---bluetooth-2-1-e-simcard-arqia4u-cobertura-em-todo-o-brasil-�-p9142k-92794,/combo-connect---celular-flip-vita-lite-dual-chip-radio-fm---mp3---bluetooth-2-1-e-simcard-arqia4u-cobertura-em-todo-o-brasil--p9142k-92794,permanent
/notebook-core-i5-full-hd-ips-15-6-4gb-120gb-ssd-e-windows-10-330741/nossas-lojas,/informatica/notebook,permanent
/cabo-usb-tipo-c-2-0-para-usb-tipo-c---type-c-2-metros-preto---pucp-02-405833/nossas-lojas,/cabo-usb-tipo-c-2-0-para-usb-tipo-c---type-c-2-metros-preto---pucp-02-405833,permanent
/interruptor-bipolar-simples-branco-brava-�-siemens-86662,/interruptor-bipolar-simples-branco-brava--siemens-86662,permanent
/ventilador-de-parede-steel-50cm-turbo6-ventisol-394488/nossas-lojas,/ar-e-ventilacao/ventilador,permanent
/base-para-registro-de-gaveta-1509-1-1-2--docol-324403/nossas-lojas,/base-para-registro-de-gaveta-1509-1-1-2--docol-324403,permanent
/kit-master-system-evolution-blue-132-jogos-2-joysticks--com-controle-zero-2/nossas-lojas,/kit-master-system-evolution-blue-132-jogos-2-joysticks--com-controle-zero-2,permanent
/painel-tv-60---com-2-leds-e-prateleiras-de-vidro-vegas-323278/nossas-lojas,/,permanent
/-16m�--papel-de-parede-imitacao-de-mika-winners---pp190-1-91338,/-16m--papel-de-parede-imitacao-de-mika-winners---pp190-1-91338,permanent
/roteador-ac1200-gigabit-zte-para-planos-de-ate-500mega-|-space-series---zt199-92922,/roteador-ac1200-gigabit-zte-para-planos-de-ate-500mega--space-series---zt199-92922,permanent
/monitor-gamer-samsung-t350-lf27t350fhlmzd-ips-27--406937/p,/gamer,permanent
/acionamento--extraivel-para-cad--kirk-ek-10-250-400a-�-siemens-194101,/acionamento--extraivel-para-cad--kirk-ek-10-250-400a---siemens-194101,permanent
/cupula-abajur-cilindrica-cp-8010-�25x25cm-algodao-cru-314556,/cupula-abajur-cilindrica-cp-8010-25x25cm-algodao-cru-314556,permanent
/pc-gamer-tertz-moyenmax---gtx-1660ti-amd-5600x-480gb-16gb-331370/nossas-lojas,/pc-gamer-tertz-moyenmax---gtx-1660ti-amd-5600x-480gb-16gb-331370,permanent
/barbante-cru-n�6-euroroma---600g-122110,/barbante-cru-n6-euroroma---600g-122110,permanent
/rele-simocode-modulo-de-operacao-porta-painel-3uf7200-1aa00-0-�-siemens-164482,/rele-simocode-modulo-de-operacao-porta-painel-3uf7200-1aa00-0---siemens-164482,permanent
/cupula-abajur-tecido-cilindrica-cp-8010-�25x25cm-linho-bege-320929,/cupula-abajur-tecido-cilindrica-cp-8010-25x25cm-linho-bege-320929,permanent
/bloco-temp--tr--ladt4-1na-1nf--10-180s-�-schneider-166849,/bloco-temp--tr--ladt4-1na-1nf--10-180s---schneider-166849,permanent
/-5m�--papel-de-parede-geometrico-mkela---pp126-1-91102,/-5m--papel-de-parede-geometrico-mkela---pp126-1-91102,permanent
/-10m�--papel-de-parede-cubos-3d---pp266-90868,/-10m--papel-de-parede-cubos-3d---pp266-90868,permanent
/kit-acessorio-para-montagem-cabo-sem-mola-1715250015-�-ace-schemersal-|-15-metros-145999,/kit-acessorio-para-montagem-cabo-sem-mola-1715250015---ace-schemersal--15-metros-145999,permanent
/edredom-king-dupla-face-vermelho-1-peca-poliester-dubai-93661/nossas-lojas,/edredom-king-dupla-face-vermelho-1-peca-poliester-dubai-93661,permanent
/transformador-voltagem-1500va-904w-bivolt-�-fiolux-80028,/transformador-voltagem-1500va-904w-bivolt--fiolux-80028,permanent
/aspirador-de-po-mondial-cycle-ap-36-1100w-vermelho---220v-396585/nossas-lojas,/eletroportateis/aspirador-de-po,permanent
/cafeteira-eletrica-mondial-dolce-arome-24-xicaras-c-33jt-com-jarra-termica-inox---preta-383929/nossas-lojas,/eletroportateis/cafeteira,permanent
/fritadeira-eletrica-sem-oleo-airfryer-maxis-3-2-litros-af-33/nossas-lojas,/eletroportateis/air-fryer,permanent
/cupula-abajur-tecido-cilindrica-cp-8011-�30x21cm-laranja-321851,/cupula-abajur-tecido-cilindrica-cp-8011-30x21cm-laranja-321851,permanent
/moedor-sal-em-madeira-marca-peugeot-cor-branca-fosca-15-cm-329754/nossas-lojas,/moedor-sal-em-madeira-marca-peugeot-cor-branca-fosca-15-cm-329754,permanent
/batedeira-mondial-3-velocidades-400w-b-44-branco-127v-309968/nossas-lojas,/eletroportateis/batedeira,permanent
/mouse-optico-gamer-evus-performance-mo-05-usb-preto-308444/nossas-lojas,/gamer,permanent
/Tablet Philco Multitoque Android 10 32gb 4g 8�� Bivolt,/tablet-philco-multitoque-android-10-32gb-4g-8-bivolt-221337,permanent
/jogo-cama-casal-artex-fit-150-fios-pacifico-369057/nossas-lojas,/cama-mesa-e-banho,permanent
/cupula-abajur-tecido-cilindrica-cp-8019-�40x30cm-linho-bege-314881,/cupula-abajur-tecido-cilindrica-cp-8019-40x30cm-linho-bege-314881,permanent
/lixeira-inox-com-pedal-e-balde-3-litros---decorline-lixeiras-�-17-x-27-cm-21581,/lixeira-inox-com-pedal-e-balde-3-litros---decorline-lixeiras--17-x-27-cm-21581,permanent
/bowl-redondo-com-base---asia---haus-�-165-x-9-cm-800-ml-25601,/bowl-redondo-com-base---asia---haus--165-x-9-cm-800-ml-25601,permanent
/forma-de-bolo-piscina-vulcao-ballerine-n�18-em-aluminio-super-polido-103643,/forma-de-bolo-piscina-vulcao-ballerine-n18-em-aluminio-super-polido-103643,permanent
/pipoqueira-panela-aluminio-vermelha-n�22-4-7-litros-grande-77753,/pipoqueira-panela-aluminio-vermelha-n22-4-7-litros-grande-77753,permanent
/panela-de-arroz-eletrica-mondial-rice-4-npe-05-5-xicaras-400w---branca-89373/nossas-lojas,/panela-de-arroz-eletrica-mondial-rice-4-npe-05-5-xicaras-400w---branca-89373,permanent
/esmerilhadeira-angular-black-e-decker-4-5-650w-com-4-discos-e-bolsa-g650k5-127v/nossas-lojas,/esmerilhadeira-angular-black-e-decker-4-5-650w-com-4-discos-e-bolsa-g650k5-127v,permanent
/conversor-smart-tv-box-android-aquario-stv-2000/nossas-lojas,/,permanent
/sanduicheira-grill-vicini-epv-828-preta/nossas-lojas,/eletroportateis/sanduicheira-e-grill,permanent
/Painel-Comando-200-X-300-X-150-CE-2030-15-Sem-Flange-901100-�-Cemar,/Painel-Comando-200-X-300-X-150-CE-2030-15-Sem-Flange-901100--Cemar,permanent
/uniao-soldavel-75mm-�-tigre-168571,/uniao-soldavel-75mm---tigre-168571,permanent
/smartphone-motorola-moto-edge-30-pro-256gb-6-7�-12gb-ram-cam-tripla-50mp-50mp-2mp-selfie-60mp---azul-193448,/smartphone-motorola-moto-edge-30-pro-256gb-6-7-12gb-ram-cam-tripla-50mp-50mp-2mp-selfie-60mp---azul-193448,permanent
/Plafon para Quarto Cil�ndrico C�pula Verde Folha Branco,/Plafon-para-Quarto-Cilindrico-Cupula-Verde-Folha-Branco,permanent
/alicate-prensa-terminal-isolado-05-6mm-�-lukma-168639,/alicate-prensa-terminal-isolado-05-6mm---lukma-168639,permanent
/-16m�--papel-de-parede-listrado-texturizado---pp316-1-90654,/-16m--papel-de-parede-listrado-texturizado---pp316-1-90654,permanent
/edredom-queen---lencol-conforto-dupla-face-6pcs-vermelho-93646/nossas-lojas,/cama-mesa-e-banho/cama/edredons-e-kits,permanent
/fritadeira-4-1l-britania-air-fryer-bfr10p-preta-prata-127v/nossas-lojas,/eletroportateis/air-fryer,permanent
/cadeira-speed--preta-laranja-356638/nossas-lojas,/cadeira-speed--preta-laranja-356638,permanent
/geladeira-inverse-electrolux-454-litros-frost-free-branca-db53-�-110v--104840,/geladeira-inverse-electrolux-454-litros-frost-free-branca-db53--110v--104840,permanent
/batedeira-philco-paris-plus-350w-220v-134495/nossas-lojas,/eletroportateis/batedeira,permanent
/kit-celular-motorola-moto-g31-azul-128gb---pelicula-y-protection-max-original-m4de-motorola-moto-g31-191603/nossas-lojas,/,permanent
/balanca-digital-20kg-us20-2-pop-s-preta---urano-374382/nossas-lojas,/balanca-digital-20kg-us20-2-pop-s-preta---urano-374382,permanent
/combo-connect---tablet-m7-3g-plus-dual-chip-quad-core-memoria-16-gb-tela-7-pol-e-simcard-arqia4u-no-maior-4g-do-brasil-�-p9213k-92917,/combo-connect---tablet-m7-3g-plus-dual-chip-quad-core-memoria-16-gb-tela-7-pol-e-simcard-arqia4u-no-maior-4g-do-brasil--p9213k-92917,permanent
/furadeira-parafusadeira-eletrica-gsr7-14e-�-bosch-83856,/furadeira-parafusadeira-eletrica-gsr7-14e--bosch-83856,permanent
https://www.casaevideo.com.br/smart-tv-75--4k-lg-nanocell-75nano77sra-bluetooth-thinq-ai-alexa-google-assistente-airplay-3-hdmis-2165032/nossas-lojas,https://www.casaevideo.com.br/tv,permanent
/Plafon Para Sala Cil�ndrico C�pula Rustico Cinza Branco,/Plafon-Para-Sala-Cilindrico-Cupula-Rustico-Cinza-Branco,permanent
/panela-de-pressao-com-inducao-pressure-42-litros-camurca-brinox-370105/nossas-lojas,/panelas-frigideiras-e-assadeiras/panela-de-pressao,permanent
/arquivos/ids/1594241-800-auto?v=637860332038330000&width=800&height=auto&aspect=true,/,permanent
/cupula-abajur-cilindrica-cp-8016-�35x30cm-algodao-cru-314675,/cupula-abajur-cilindrica-cp-8016-35x30cm-algodao-cru-314675,permanent
/informatica/rede-sem-fio/nossas-lojas,/informatica/rede-sem-fio,permanent
/secador-de-cabelos-cadence-rouge-style-bivolt-350682/nossas-lojas,/beleza/acessorios-para-cabelos/secadores,permanent
/pilha-botao-lithium-cr2016-�-rayovac-168726,/pilha-botao-lithium-cr2016---rayovac-168726,permanent
/ferro-de-passar-roupa-a-vapor-base-ceramica-funcao-corta-pingos-220v-mutilaser-283340/nossas-lojas,/eletroportateis/ferros-e-passadeiras/ferro-de-passar,permanent
/geladeira-duplex-electrolux-475-litros-cycle-defrost-branca-dc51-�-110v-104848,/geladeira-duplex-electrolux-475-litros-cycle-defrost-branca-dc51--110v-104848,permanent
/panela-de-barro-n�--4-77410,/panela-de-barro-n--4-77410,permanent
/smartphone-galaxy-a03-core-32gb-samsung-preto-bivolt-406392/nossas-lojas,/,permanent
https://www.casaevideo.com.br/beleza-e-saude/cuidados-femininos/escovas-modeladoras-e-secadoras/olistseller/cerâmica,https://www.casaevideo.com.br/beleza/acessorios-para-cabelos/escovas-modeladoras-e-secadoras,permanent
/refletor-led-inspire-flood-300w-biv--5000k-30-000lms-cod-39423-�-ge-83830,/refletor-led-inspire-flood-300w-biv--5000k-30-000lms-cod-39423--ge-83830,permanent
/roteador-ac1200-mesh-wi-fi-re010-multilaser-branco---bivolt-398916/nossas-lojas,/roteador-ac1200-mesh-wi-fi-re010-multilaser-branco---bivolt-398916,permanent
/batedeira-paris-duo-mixer-turbo-vermelho-350w-philco-220v-142284/nossas-lojas,/eletroportateis/batedeira,permanent
/Fogao-a-Gas-Brastemp-5-Bocas-Branco-BFS5ECB-�-Bivolt,/Fogao-a-Gas-Brastemp-5-Bocas-Branco-BFS5ECB--Bivolt,permanent
/cobre-leito-solteiro-com-4-pecas-skate-�-preto-148734,/cobre-leito-solteiro-com-4-pecas-skate---preto-148734,permanent
/prancha-profissinal-450�-f-73675,/prancha-profissinal-450-f-73675,permanent
/conjunto-chapa-ferro-�-20-cm-e-suporte-madeira-santana-279134,/conjunto-chapa-ferro--20-cm-e-suporte-madeira-santana-279134,permanent
/boleira-com-borda-buffet---haus-concept-�-28-cm-23815,/boleira-com-borda-buffet---haus-concept--28-cm-23815,permanent
/HALTER-REVESTIDO-8KG---UNIDADE-|-INICIATIVA-FITNESS,/HALTER-REVESTIDO-8KG---UNIDADE--INICIATIVA-FITNESS,permanent
/modulo-com-placa-tomada-tv-zeffia-680127-�-pial-80612,/modulo-com-placa-tomada-tv-zeffia-680127--pial-80612,permanent
/cortador-de-cabelos-mondial-recarregavel-cr-04---bivolt-399299/nossas-lojas,/cortador-de-cabelos-mondial-recarregavel-cr-04---bivolt-399299,permanent
/-16m�--papel-de-parede-folhas-infini---pp031-3-91146,/-16m--papel-de-parede-folhas-infini---pp031-3-91146,permanent
/Colch�o Queem Becflex Vision D80 kg/m� Semi-ortop�dico,/colchao-queem-becflex-vision-d80-kg-m-semi-ortopedico-254443,permanent
/cama-box-king-size-molas-ensacadas-relax-adorabile-ecoflex-379647/nossas-lojas,/cama-mesa-e-banho,permanent
/luminaria-led-hermetica-58w-biv--4000k-�-ge-79848,/luminaria-led-hermetica-58w-biv--4000k--ge-79848,permanent
/botao-xa2-comando-normal-22mm-1na-xa2ea61-azul-�-schneider-166796,/botao-xa2-comando-normal-22mm-1na-xa2ea61-azul---schneider-166796,permanent
/mouse-gamer-c3tech-usb-griffin-4000-dpi-com-led-mg-500bk-308462/nossas-lojas,/gamer,permanent
/esquadro-starrett-aco-inox-com-cabo-aluminio-n�-53-14--35-cm-66836,/esquadro-starrett-aco-inox-com-cabo-aluminio-n-53-14--35-cm-66836,permanent
/-16m�--papel-de-parede-linhas-infini---pp027-4-90673,/-16m--papel-de-parede-linhas-infini---pp027-4-90673,permanent
/-16m�--papel-de-parede-abstrato-olivia---pp012-1-90795,/-16m--papel-de-parede-abstrato-olivia---pp012-1-90795,permanent
/combo-office---notebook-ultra-com-windows-10-home-processador-intel-pentium-memoria-4gb-ram-e-roteador-mesh-cosmo-ac1200-2-pecas-dual-band-�-re010k-107492,/combo-office---notebook-ultra-com-windows-10-home-processador-intel-pentium-memoria-4gb-ram-e-roteador-mesh-cosmo-ac1200-2-pecas-dual-band--re010k-107492,permanent
/suporte-articulado-tv-14--a-56--superhd-combo---sdvd-plus-402495/nossas-lojas,/,permanent
/COMPRESSOR-MAHLE-FIT-1-4-8V-03>08-1-5-16V-05>8,/COMPRESSOR-MAHLE-FIT-1-4-8V-0308-1-5-16V-058,permanent
/luminaria-led-hermetica-50w-biv--4000k-5-000lms-�-ge-168559,/luminaria-led-hermetica-50w-biv--4000k-5-000lms---ge-168559,permanent
/-5m�--papel-de-parede-industrial-azulejo---pp372-1-90741,/-5m--papel-de-parede-industrial-azulejo---pp372-1-90741,permanent
/cupula-abajur-tecido-cilindrica-cp-8027-�55x30cm-amarelo-315006,/cupula-abajur-tecido-cilindrica-cp-8027-55x30cm-amarelo-315006,permanent
/-16m�--papel-de-parede-geometrico-olivia---pp003-3-90804,/-16m--papel-de-parede-geometrico-olivia---pp003-3-90804,permanent
/-5m�--papel-de-parede-floral-pincelado---pp286-1-86993,/-5m--papel-de-parede-floral-pincelado---pp286-1-86993,permanent
"/cama,-mesa-e-banho/cama/edredons-e-kits",/cama-mesa-e-banho,permanent
/suporte-tipo-mao-de-anel---branco-109954/nossas-lojas,/suporte-tipo-mao-de-anel---branco-109954,permanent
/cupula-abajur-cilindrica-cp-8017-�40x21cm-azul-marinho-314697,/cupula-abajur-cilindrica-cp-8017-40x21cm-azul-marinho-314697,permanent
/-5m�--papel-de-parede-floral-off-white---pp402-2-87576,/-5m--papel-de-parede-floral-off-white---pp402-2-87576,permanent
/Plafon Cil�ndrico Sj-3065 C�pula Verde Folha Branco,/Plafon-Cilindrico-Sj-3065-Cupula-Verde-Folha-Branco,permanent
/relogio-mtr-23-smartband-smartwatch-notificacoes-bluetooth-342087/nossas-lojas,/telefones-e-celulares/smartwatch-e-smartband,permanent
/coberdrom-caqui-dupla-face-queen-size-240m-x-220m-tecido-200383/nossas-lojas,/coberdrom-caqui-dupla-face-queen-size-240m-x-220m-tecido-200383,permanent
/jogo-americano-maison-4-unidades-cor-azul-claro-30x45cm-186465/nossas-lojas,/,permanent
/sanduicheira-grill-mondial-sn01-preta-220v/nossas-lojas,/eletroportateis/sanduicheira-e-grill,permanent
/mouse-intelbras-msi100---sem-fio-preto-403877/nossas-lojas,/mouse-intelbras-msi100---sem-fio-preto-403877,permanent
/kit-02-cadeiras-gamer-reclinavel-com-regulagem-de-altura-pro-v-sport-pu-preto-amarelo---gran-belo-404068/nossas-lojas,/gamer,permanent
https://www.casaevideo.com.br/smart-tv-samsung-65--lh65bechvggxzd-uhd-crystal-4k-tizen-hdmi-wi-fi-bluetooth-1787212/nossas-lojas,https://www.casaevideo.com.br/tv,permanent
/pino-juncao-macho-2p-preto-20a-�-pezzi-84129,/pino-juncao-macho-2p-preto-20a--pezzi-84129,permanent
/-16m�--papel-de-parede-floral-olivia---pp004-91285,/-16m--papel-de-parede-floral-olivia---pp004-91285,permanent
/-16m�--papel-de-parede-onda-minimalista-cimento-escuro---pp436-2-87000,/-16m--papel-de-parede-onda-minimalista-cimento-escuro---pp436-2-87000,permanent
/lava-louca-electrolux-8-servicos-branco-ll08b-�-110v-104688,/lava-louca-electrolux-8-servicos-branco-ll08b--110v-104688,permanent
/cupula-abajur-cilindrica-cp-8015-�35x25cm-rosa-pink-314672,/cupula-abajur-cilindrica-cp-8015-35x25cm-rosa-pink-314672,permanent
/console-nintendo-switch-vm-az/nossas-lojas,/gamer/consoles,permanent
/cabideiro-multiuso-reto-1-esfera-de-parede-branco-40cm-202246/nossas-lojas,/limpeza-e-organizacao/organizacao/araras-e-sapateiras,permanent
/monitor-lg-24bl550j-23-8--fhd-ips-60hz-5ms-ntsc-356139/nossas-lojas,/monitor-lg-24bl550j-23-8--fhd-ips-60hz-5ms-ntsc-356139,permanent
/-16m�--papel-de-parede-couro-olivia---pp017-91458,/-16m--papel-de-parede-couro-olivia---pp017-91458,permanent
/interruptor-intermediario-c-placa-pial-plus-cod-612107-�-pial-80505,/interruptor-intermediario-c-placa-pial-plus-cod-612107--pial-80505,permanent
/ferro-de-passar-a-vapor-e-a-seco-efficient-esi10-electrolux-azul-127v-406543/nossas-lojas,/eletroportateis/ferros-e-passadeiras/ferro-de-passar,permanent
/farinheira-com-concha-bergen-9cm---brinox-�9x9x13cm-23408,/farinheira-com-concha-bergen-9cm---brinox-9x9x13cm-23408,permanent
/cacarola-com-tampa---masala--�22x105cm-37l-76874,/cacarola-com-tampa---masala--22x105cm-37l-76874,permanent
/-10m�--papel-de-parede-floral-texturizado---pp258-90537,/-10m--papel-de-parede-floral-texturizado---pp258-90537,permanent
/suporte-enrolador-de-mangueira-de-jardim-home-preto-364707/nossas-lojas,/suporte-enrolador-de-mangueira-de-jardim-home-preto-364707,permanent
/ar-condicionado-philco-9000btus-pas9500fa1-frio-278659/nossas-lojas,/ar-e-ventilacao/ar-condicionado,permanent
/coberdrom-azul-marinho-pele-de-carneiro-240m-x-220m-dupla-211149/nossas-lojas,/coberdrom-azul-marinho-pele-de-carneiro-240m-x-220m-dupla-211149,permanent
/cupula-abajur-tecido-cilindrica-cp-8013-�30x30cm-rosa-bebe-314768,/cupula-abajur-tecido-cilindrica-cp-8013-30x30cm-rosa-bebe-314768,permanent
/refil-para-mop-giratorio-e-lavavel-100--microfibra-flash-limp-405191/nossas-lojas,/limpeza-e-organizacao/limpeza/mop-e-refis,permanent
/ralo-quadrado-de-aco-inox-stamplas-fecho-sem-caixilho-15cm-97338/nossas-lojas,/ralo-quadrado-de-aco-inox-stamplas-fecho-sem-caixilho-15cm-97338,permanent
/espagueteira-�22-cm-57-l-clove-�-22-x-15-cm-57l-22444,/espagueteira-22-cm-57-l-clove--22-x-15-cm-57l-22444,permanent
/cupula-abajur-cilindrica-cp-7003-�15x20cm-roxo-314516,/cupula-abajur-cilindrica-cp-7003-15x20cm-roxo-314516,permanent
/cafeteira-20-xicaras-mondial-pratic-cn01-preta/nossas-lojas,/eletroportateis/cafeteira,permanent
/caldeirao-com-tampa---chilli--�-22-x-155-cm-55l-22138,/caldeirao-com-tampa---chilli---22-x-155-cm-55l-22138,permanent
/chave-comutadora-15hp-80a-cm8440-�-lombard-168749,/chave-comutadora-15hp-80a-cm8440---lombard-168749,permanent
/ventilador-de-teto-magnes-3-pas---branco--127v-�-venti-delta-168697,/ventilador-de-teto-magnes-3-pas---branco--127v---venti-delta-168697,permanent
/cooktop-eletrico-brastemp-inducao-1-queimador-preto-110v-370725/nossas-lojas,/cooktop-eletrico-brastemp-inducao-1-queimador-preto-110v-370725,permanent
/headset-gamer-com-microfone-71-elg-hgre71/nossas-lojas,/gamer,permanent
/edredom-jornal-preto-branco-casal-queen-avulso-72363/nossas-lojas,/cama-mesa-e-banho/cama/edredons-e-kits,permanent
/jogo-de-colheres-para-bolear-frutas-chefn-298058/nossas-lojas,/jogo-de-colheres-para-bolear-frutas-chefn-298058,permanent
/-16m�--papel-de-parede-liso-main---pp152-1-91463,/-16m--papel-de-parede-liso-main---pp152-1-91463,permanent
/reator-fluorescente-eletronico--a-f-p-1-x-32w-�-intral-165332,/reator-fluorescente-eletronico--a-f-p-1-x-32w---intral-165332,permanent
/suporte-para-caixa-de-som-ch04-ask-394376/nossas-lojas,/,permanent
/cacarola-com-tampa---chilli--�-22-x-11-cm---35-l-22089,/cacarola-com-tampa---chilli---22-x-11-cm---35-l-22089,permanent
/botao-comando-normal-22mm-1na-verde-�-schneider-166822,/botao-comando-normal-22mm-1na-verde---schneider-166822,permanent
/smartphone-xiaomi-redmi-10-128gb-4gb-ram-dual-global-cinza-115240/nossas-lojas,/,permanent
/airfryer-fritadeira-lightfry-vermelha-em-inox-4l-127v-suggar-116766/nossas-lojas,/eletroportateis/air-fryer,permanent
/cesto-para-roupas-com-rodizio-e-fundo-plastico---alpha-�-35-x-55-cm-24139,/cesto-para-roupas-com-rodizio-e-fundo-plastico---alpha--35-x-55-cm-24139,permanent
/depilador-britania-aqua-sense-bdp02rx-92140/nossas-lojas,/depilador-britania-aqua-sense-bdp02rx-92140,permanent
/cupula-abajur-cilindrica-cp-7004-�15x25cm-azul-marinho-314525,/cupula-abajur-cilindrica-cp-7004-15x25cm-azul-marinho-314525,permanent
/forno-micro-ondas-midea-mras2-20-litros-preto-branco-383919/nossas-lojas,/forno-micro-ondas-midea-mras2-20-litros-preto-branco-383919,permanent
/smartphone-samsung-galaxy-a13-128gb-preto-4g-50mp-8mp-4gb-326641/nossas-lojas,/,permanent
/-16m�--papel-de-parede-folhas-floral-texturizado---pp315-90727,/-16m--papel-de-parede-folhas-floral-texturizado---pp315-90727,permanent
/cupula-abajur-cilindrica-cp-8013-�30x30cm-caqui-314651,/cupula-abajur-cilindrica-cp-8013-30x30cm-caqui-314651,permanent
"https://www.casaevideo.com.br/utilidades-domesticas/organizacao/escorredores-de-louca/Pl%C3%A1stico/245/de-20-a-50?O=OrderByBestDiscountDESC&PS=40&map=c,c,c,specificationFilter_4509,productClusterSearchableIds,priceFrom",https://www.casaevideo.com.br/utilidades-domesticas/organizacao/escorredores-de-louca,permanent
/chupeta-ultra-soft-decorada-philips-avent---scf528-01-�-azul-111081,/chupeta-ultra-soft-decorada-philips-avent---scf528-01--azul-111081,permanent
/batedeira-concept-especial-preta-200w-127v-134404/nossas-lojas,/batedeira-concept-especial-preta-200w-127v-134404,permanent
/protetor-do-pinhao-em-aluminio-moto-x-yam-yzf450-03>-wrf450-69666,/protetor-do-pinhao-em-aluminio-moto-x-yam-yzf450-03-wrf450-69666,permanent
/console-nintendo-switch-lite-amarelo-94700/nossas-lojas,/gamer/consoles,permanent
/wok-�28-cm-com-tampa-e-alcas-355l-masala--�-28-x-8-cm-355-l-22139,/wok-28-cm-com-tampa-e-alcas-355l-masala---28-x-8-cm-355-l-22139,permanent
/cupula-abajur-tecido-cilindrica-cp-8025-�50x30-azul-turquesa-314990,/cupula-abajur-tecido-cilindrica-cp-8025-50x30-azul-turquesa-314990,permanent
/churrasqueira-meio-tambor-grill-200l-grelha-suporte-e-rodas-292867/nossas-lojas,/churrasqueira-meio-tambor-grill-200l-grelha-suporte-e-rodas-292867,permanent
/Tomada-2p-T-20a-Decor-�-Schneider,/Tomada-2p-T-20a-Decor--Schneider,permanent
